Disease,Temperature (°C),Humidity (%),Rainfall (mm),Cloud Cover (%),Wind Speed (km/h),Leaf Wetness (hrs),Risk La,Risk Label
Black Scurf,19.3,83.2,5.6,71.6,6.7,6.2,,Moderate Risk
Black Scurf,19.1,80.6,4.7,70.6,7.0,6.5,,Moderate Risk
Black Scurf,18.2,84.8,6.5,69.5,1.9,8.3,,Moderate Risk
Black Scurf,18.9,88.4,3.4,74.7,4.4,9.7,,Moderate Risk
Black Scurf,12.0,92.9,2.4,69.6,1.5,8.0,,Moderate Risk
Black Scurf,12.8,90.0,3.8,65.8,0.8,9.4,,Moderate Risk
Black Scurf,12.9,86.5,4.8,69.3,7.3,7.8,,Moderate Risk
Black Scurf,13.8,94.3,3.0,89.2,6.6,8.8,,Moderate Risk
Black Scurf,13.9,90.8,4.1,72.3,6.1,8.9,,Moderate Risk
Black Scurf,15.4,94.0,4.4,73.3,0.4,6.7,,Moderate Risk
Black Scurf,11.6,87.9,2.3,77.3,6.7,7.4,,Moderate Risk
Black Scurf,16.9,83.9,5.5,89.5,3.5,8.5,,Moderate Risk
Black Scurf,11.7,80.8,7.3,67.2,2.7,6.3,,Moderate Risk
Black Scurf,13.1,90.9,2.9,80.4,4.4,7.4,,Moderate Risk
Black Scurf,15.0,81.8,5.6,81.5,0.7,8.1,,Moderate Risk
Black Scurf,18.0,84.5,6.0,78.2,6.1,10.0,,Moderate Risk
Black Scurf,17.4,88.0,4.5,62.7,4.7,7.9,,Moderate Risk
Black Scurf,16.5,88.5,6.2,80.3,1.5,9.3,,Moderate Risk
Black Scurf,11.6,89.0,4.5,61.9,1.5,7.7,,Moderate Risk
Black Scurf,15.5,82.5,5.0,77.9,1.5,9.2,,Moderate Risk
Black Scurf,10.9,85.7,2.0,82.2,0.5,8.4,,Moderate Risk
Black Scurf,13.8,89.3,6.2,66.3,4.7,9.5,,Moderate Risk
Black Scurf,14.1,94.5,6.0,85.2,6.7,7.6,,Moderate Risk
Black Scurf,10.4,90.9,2.2,60.9,0.1,8.4,,Moderate Risk
Black Scurf,12.7,93.8,4.2,85.3,0.4,8.5,,Moderate Risk
Black Scurf,19.6,91.4,7.9,73.8,4.6,7.7,,Moderate Risk
Black Scurf,19.5,88.9,4.5,66.5,6.6,6.6,,Moderate Risk
Black Scurf,13.5,82.9,5.0,64.0,2.6,6.4,,Moderate Risk
Black Scurf,10.4,90.0,7.5,88.6,2.8,6.1,,Moderate Risk
Black Scurf,11.8,89.4,6.3,62.2,4.8,9.5,,Moderate Risk
Black Scurf,13.9,89.0,5.5,66.0,2.2,6.9,,Moderate Risk
Black Scurf,19.5,87.3,6.8,70.4,0.2,6.8,,Moderate Risk
Black Scurf,11.4,87.9,7.2,78.6,5.9,8.9,,Moderate Risk
Black Scurf,17.6,85.0,4.7,76.3,5.0,7.3,,Moderate Risk
Black Scurf,11.1,87.8,4.9,63.8,4.6,8.0,,Moderate Risk
Black Scurf,19.8,83.0,4.3,68.7,5.9,6.7,,Moderate Risk
Black Scurf,13.8,92.1,7.8,67.2,5.4,9.8,,Moderate Risk
Black Scurf,17.8,82.8,6.2,66.4,1.6,9.4,,Moderate Risk
Black Scurf,13.4,81.3,2.5,72.3,2.8,9.5,,Moderate Risk
Black Scurf,16.3,86.5,7.2,81.1,1.0,7.6,,Moderate Risk
Black Scurf,11.9,89.9,4.9,66.5,1.0,9.0,,Moderate Risk
Black Scurf,11.5,86.6,2.4,71.0,5.4,6.6,,Moderate Risk
Black Scurf,19.4,84.2,5.3,71.7,6.9,6.0,,Moderate Risk
Black Scurf,19.2,88.4,4.5,89.3,7.7,6.1,,Moderate Risk
Black Scurf,18.9,85.2,7.3,88.6,5.0,8.3,,Moderate Risk
Black Scurf,16.3,94.0,3.2,84.0,1.5,7.8,,Moderate Risk
Black Scurf,18.1,93.8,7.0,67.2,0.8,8.1,,Moderate Risk
Black Scurf,10.7,87.5,5.3,62.0,6.5,6.0,,Moderate Risk
Black Scurf,13.3,84.9,2.3,69.5,4.6,7.7,,Moderate Risk
Black Scurf,13.1,91.1,7.8,68.0,4.9,8.9,,Moderate Risk
Black Scurf,16.4,80.6,5.1,75.2,6.3,7.8,,Moderate Risk
Black Scurf,13.6,87.1,3.7,83.3,5.6,8.9,,Moderate Risk
Black Scurf,11.5,85.0,4.8,85.7,6.7,6.9,,Moderate Risk
Black Scurf,16.0,93.8,7.1,85.3,0.4,9.3,,Moderate Risk
Black Scurf,18.1,80.2,3.8,70.8,6.0,8.4,,Moderate Risk
Black Scurf,13.8,88.3,3.2,80.6,6.8,6.8,,Moderate Risk
Black Scurf,11.3,91.1,2.8,69.4,2.3,6.9,,Moderate Risk
Black Scurf,12.0,87.3,3.8,61.8,5.1,8.5,,Moderate Risk
Black Scurf,12.4,81.3,6.7,81.0,2.5,9.3,,Moderate Risk
Black Scurf,13.0,94.6,4.8,60.3,7.7,7.7,,Moderate Risk
Black Scurf,16.4,87.8,3.4,72.3,0.3,7.0,,Moderate Risk
Black Scurf,16.0,89.2,3.0,69.9,4.6,9.5,,Moderate Risk
Black Scurf,17.0,83.5,4.0,80.8,1.3,8.7,,Moderate Risk
Black Scurf,13.6,87.3,7.6,83.0,5.7,7.8,,Moderate Risk
Black Scurf,18.2,86.4,4.1,69.1,1.4,8.0,,Moderate Risk
Black Scurf,12.0,81.1,7.9,84.3,1.9,6.8,,Moderate Risk
Black Scurf,14.7,81.6,4.9,68.8,4.0,8.5,,Moderate Risk
Black Scurf,18.0,92.6,3.1,73.4,7.3,7.4,,Moderate Risk
Black Scurf,11.8,83.6,7.3,81.8,1.7,10.0,,Moderate Risk
Black Scurf,11.1,82.9,4.8,80.8,1.2,7.9,,Moderate Risk
Black Scurf,18.8,87.6,6.3,89.6,6.1,7.9,,Moderate Risk
Black Scurf,13.4,91.5,7.9,66.8,4.0,8.3,,Moderate Risk
Black Scurf,16.8,80.9,2.3,79.9,7.3,9.7,,Moderate Risk
Black Scurf,10.3,88.7,2.6,78.3,1.2,9.2,,Moderate Risk
Black Scurf,16.9,81.8,6.3,87.5,5.2,7.8,,Moderate Risk
Black Scurf,13.2,80.5,3.7,64.7,1.9,8.9,,Moderate Risk
Black Scurf,10.6,80.8,3.1,82.6,1.3,8.3,,Moderate Risk
Black Scurf,16.1,92.5,2.2,77.0,5.5,8.0,,Moderate Risk
Black Scurf,12.4,81.8,2.1,68.2,4.7,6.8,,Moderate Risk
Black Scurf,13.9,80.7,6.6,74.2,6.0,7.9,,Moderate Risk
Black Scurf,10.8,86.6,2.8,70.0,2.5,7.0,,Moderate Risk
Black Scurf,11.5,92.7,4.8,77.4,3.6,9.7,,Moderate Risk
Black Scurf,13.0,83.9,5.6,86.7,3.2,7.3,,Moderate Risk
Black Scurf,10.9,86.3,4.6,77.1,7.9,9.8,,Moderate Risk
Black Scurf,19.1,80.6,2.2,79.0,2.3,8.1,,Moderate Risk
Black Scurf,10.1,86.7,6.7,75.6,2.4,8.5,,Moderate Risk
Black Scurf,14.8,88.7,2.1,61.5,2.8,8.2,,Moderate Risk
Black Scurf,11.2,88.6,6.6,67.0,4.5,6.5,,Moderate Risk
Black Scurf,13.1,85.0,7.4,74.8,2.0,7.5,,Moderate Risk
Black Scurf,19.3,84.7,4.6,69.3,7.3,6.4,,Moderate Risk
Black Scurf,11.6,81.6,5.2,65.5,2.1,8.5,,Moderate Risk
Black Scurf,19.7,85.5,4.9,75.1,7.2,7.8,,Moderate Risk
Black Scurf,12.1,81.5,4.3,69.7,0.8,9.1,,Moderate Risk
Black Scurf,17.4,91.5,7.3,67.7,5.3,6.9,,Moderate Risk
Black Scurf,15.5,94.5,7.4,73.9,7.3,6.7,,Moderate Risk
Black Scurf,18.8,94.6,4.0,64.0,1.3,7.6,,Moderate Risk
Black Scurf,15.5,93.0,5.7,87.8,7.7,9.7,,Moderate Risk
Black Scurf,15.3,89.0,7.6,86.0,3.6,8.8,,Moderate Risk
Black Scurf,12.0,90.5,7.8,81.2,7.6,7.7,,Moderate Risk
Black Scurf,11.7,84.3,5.1,63.2,5.4,8.1,,Moderate Risk
Black Scurf,19.2,89.5,4.7,83.3,2.4,6.3,,Moderate Risk
Black Scurf,13.3,86.8,3.7,84.2,1.5,9.9,,Moderate Risk
Black Scurf,13.7,87.2,7.8,83.0,2.4,8.7,,Moderate Risk
Black Scurf,17.6,91.4,2.9,63.4,0.7,7.1,,Moderate Risk
Black Scurf,13.4,84.2,5.5,79.3,1.2,8.3,,Moderate Risk
Black Scurf,19.5,84.8,3.7,85.0,0.8,6.4,,Moderate Risk
Black Scurf,17.4,93.9,3.7,77.3,3.4,9.9,,Moderate Risk
Black Scurf,16.0,80.8,4.4,79.4,6.4,6.7,,Moderate Risk
Black Scurf,18.8,87.3,8.0,73.8,1.1,8.6,,Moderate Risk
Black Scurf,10.5,93.7,2.3,75.9,1.0,7.0,,Moderate Risk
Black Scurf,12.6,89.2,5.5,61.0,5.1,8.9,,Moderate Risk
Black Scurf,14.7,88.2,2.5,79.2,1.6,9.1,,Moderate Risk
Black Scurf,12.3,83.7,2.9,62.4,0.8,8.7,,Moderate Risk
Black Scurf,17.4,85.1,4.6,73.1,1.3,8.5,,Moderate Risk
Black Scurf,19.2,92.8,5.1,68.8,7.4,9.6,,Moderate Risk
Black Scurf,14.2,88.4,3.6,76.4,6.6,6.3,,Moderate Risk
Black Scurf,13.4,87.7,3.9,64.0,2.8,7.3,,Moderate Risk
Black Scurf,19.6,81.5,2.5,80.7,5.2,7.0,,Moderate Risk
Black Scurf,14.4,80.2,3.8,83.9,4.3,10.0,,Moderate Risk
Black Scurf,14.9,94.5,7.8,64.9,5.4,7.6,,Moderate Risk
Black Scurf,13.5,85.7,7.7,63.1,5.5,8.9,,Moderate Risk
Black Scurf,19.1,89.0,4.0,64.4,5.0,8.7,,Moderate Risk
Black Scurf,15.7,81.2,5.4,86.3,2.1,6.8,,Moderate Risk
Black Scurf,17.6,90.2,7.5,75.8,0.3,7.0,,Moderate Risk
Black Scurf,18.1,94.0,2.0,74.0,3.6,7.1,,Moderate Risk
Black Scurf,13.4,88.6,6.9,63.2,7.1,7.6,,Moderate Risk
Black Scurf,14.3,81.9,7.7,79.5,4.6,6.9,,Moderate Risk
Black Scurf,18.5,88.7,2.5,86.0,6.7,6.1,,Moderate Risk
Black Scurf,13.6,91.5,3.0,84.8,7.9,9.5,,Moderate Risk
Black Scurf,17.9,86.1,7.8,78.8,1.3,9.9,,Moderate Risk
Black Scurf,19.4,93.2,5.2,62.3,5.5,7.4,,Moderate Risk
Black Scurf,16.2,89.7,2.1,63.4,5.4,7.4,,Moderate Risk
Black Scurf,17.4,93.5,3.5,61.5,7.8,6.0,,Moderate Risk
Black Scurf,18.1,89.4,4.7,67.7,7.9,8.7,,Moderate Risk
Black Scurf,18.5,82.0,6.2,64.1,5.5,9.3,,Moderate Risk
Black Scurf,14.0,84.6,6.4,67.8,1.9,6.6,,Moderate Risk
Black Scurf,10.5,83.0,8.0,71.6,6.4,6.6,,Moderate Risk
Black Scurf,14.0,93.6,3.7,88.3,0.9,9.2,,Moderate Risk
Black Scurf,16.7,91.4,5.2,78.3,6.2,8.5,,Moderate Risk
Black Scurf,14.5,90.1,5.2,85.0,7.3,6.2,,Moderate Risk
Black Scurf,17.5,84.5,4.4,81.3,3.1,8.5,,Moderate Risk
Black Scurf,13.6,82.8,3.0,63.4,5.0,7.2,,Moderate Risk
Black Scurf,16.3,91.3,7.9,82.1,3.4,7.5,,Moderate Risk
Black Scurf,11.9,87.1,7.1,68.3,3.5,9.1,,Moderate Risk
Black Scurf,17.5,83.4,5.0,79.2,2.5,9.2,,Moderate Risk
Black Scurf,15.5,89.2,5.6,70.2,6.1,7.6,,Moderate Risk
Black Scurf,12.0,80.6,3.4,89.9,7.5,9.8,,Moderate Risk
Black Scurf,12.9,84.9,5.3,67.9,7.5,7.6,,Moderate Risk
Black Scurf,17.5,87.0,6.2,68.4,1.4,9.1,,Moderate Risk
Black Scurf,14.8,82.2,5.1,87.9,7.0,7.9,,Moderate Risk
Black Scurf,12.2,94.8,7.9,60.7,5.9,9.6,,Moderate Risk
Black Scurf,19.7,83.1,5.7,80.9,2.0,9.6,,Moderate Risk
Black Scurf,17.2,82.0,4.2,81.8,0.5,6.3,,Moderate Risk
Black Scurf,19.6,83.1,6.6,85.1,2.1,9.7,,Moderate Risk
Black Scurf,14.3,91.5,3.0,89.2,7.3,9.3,,Moderate Risk
Black Scurf,14.8,86.4,4.3,89.3,5.1,9.2,,Moderate Risk
Black Scurf,19.0,88.5,4.1,62.0,5.8,6.8,,Moderate Risk
Black Scurf,15.3,80.3,4.6,84.7,2.1,9.2,,Moderate Risk
Black Scurf,17.1,80.5,6.7,79.4,5.8,9.4,,Moderate Risk
Black Scurf,12.5,86.7,4.9,79.4,0.2,7.2,,Moderate Risk
Black Scurf,14.5,92.2,6.8,63.9,3.0,9.8,,Moderate Risk
Black Scurf,11.2,93.3,5.5,79.5,5.0,6.2,,Moderate Risk
Black Scurf,12.1,81.3,4.1,89.5,1.2,6.6,,Moderate Risk
Black Scurf,10.0,88.1,6.9,87.4,6.6,8.2,,Moderate Risk
Black Scurf,10.4,93.7,3.4,73.2,1.9,8.3,,Moderate Risk
Black Scurf,19.8,85.8,3.3,61.2,5.2,8.6,,Moderate Risk
Black Scurf,12.4,92.4,5.0,70.9,3.2,6.1,,Moderate Risk
Black Scurf,16.6,82.0,3.6,84.8,4.8,9.8,,Moderate Risk
Black Scurf,18.4,94.0,2.1,81.0,0.9,6.2,,Moderate Risk
Black Scurf,15.5,91.3,5.9,73.8,0.1,6.6,,Moderate Risk
Black Scurf,11.5,94.1,5.1,61.7,7.3,6.1,,Moderate Risk
Black Scurf,17.3,90.1,4.7,72.8,2.2,8.3,,Moderate Risk
Black Scurf,16.0,85.5,7.8,74.1,6.6,9.7,,Moderate Risk
Black Scurf,17.3,94.1,5.4,87.9,8.0,8.7,,Moderate Risk
Black Scurf,17.7,84.1,7.2,79.2,1.7,9.3,,Moderate Risk
Black Scurf,19.8,85.0,2.8,69.3,2.1,6.1,,Moderate Risk
Black Scurf,15.7,90.5,5.4,75.8,5.3,8.2,,Moderate Risk
Black Scurf,13.4,91.5,7.2,62.0,7.7,7.8,,Moderate Risk
Black Scurf,16.5,93.9,5.5,89.2,7.3,8.0,,Moderate Risk
Black Scurf,10.7,83.1,6.3,70.8,4.0,6.3,,Moderate Risk
Black Scurf,19.0,92.0,4.2,74.3,6.4,8.7,,Moderate Risk
Black Scurf,11.2,91.1,2.6,70.7,1.1,8.0,,Moderate Risk
Black Scurf,13.3,81.0,4.7,80.5,7.8,9.1,,Moderate Risk
Black Scurf,18.2,85.8,4.4,79.9,7.7,7.9,,Moderate Risk
Black Scurf,16.0,84.2,7.2,81.5,1.3,6.6,,Moderate Risk
Powdery Scab,13.2,95.5,7.8,81.3,0.6,6.2,,Moderate Risk
Powdery Scab,10.9,91.0,9.2,83.9,1.1,6.7,,Moderate Risk
Powdery Scab,14.4,98.8,4.4,74.6,2.2,9.3,,Moderate Risk
Powdery Scab,13.1,94.8,9.1,92.3,4.6,9.1,,Moderate Risk
Powdery Scab,10.8,86.4,3.4,80.9,4.3,7.4,,Moderate Risk
Powdery Scab,14.8,99.2,9.2,64.7,8.0,7.5,,Moderate Risk
Powdery Scab,12.6,88.9,5.3,65.2,7.4,8.1,,Moderate Risk
Powdery Scab,10.4,90.1,5.2,81.5,4.3,6.0,,Moderate Risk
Powdery Scab,13.1,91.0,6.6,97.5,3.3,7.0,,Moderate Risk
Powdery Scab,11.3,85.8,9.6,72.3,3.2,6.8,,Moderate Risk
Powdery Scab,14.0,92.4,3.3,94.8,7.7,7.0,,Moderate Risk
Powdery Scab,14.1,86.8,5.5,90.6,0.5,9.2,,Moderate Risk
Powdery Scab,14.9,91.0,9.0,69.9,0.1,7.1,,Moderate Risk
Powdery Scab,12.5,90.3,5.8,61.5,8.0,6.8,,Moderate Risk
Powdery Scab,12.3,96.6,4.4,64.1,4.8,8.0,,Moderate Risk
Powdery Scab,13.8,97.0,6.0,89.1,1.3,9.5,,Moderate Risk
Powdery Scab,10.7,87.3,5.7,68.0,2.4,7.0,,Moderate Risk
Powdery Scab,12.7,90.5,9.4,74.9,9.3,6.3,,Moderate Risk
Powdery Scab,12.7,90.6,8.3,80.1,8.6,7.4,,Moderate Risk
Powdery Scab,10.4,87.3,6.5,89.0,7.1,9.0,,Moderate Risk
Powdery Scab,12.1,97.0,9.9,64.5,4.8,8.2,,Moderate Risk
Powdery Scab,14.3,95.6,6.3,76.3,5.2,9.3,,Moderate Risk
Powdery Scab,14.3,87.9,3.4,79.4,9.8,9.8,,Moderate Risk
Powdery Scab,10.5,90.5,4.8,81.6,9.7,9.2,,Moderate Risk
Powdery Scab,10.5,86.6,6.1,92.7,2.2,8.4,,Moderate Risk
Powdery Scab,11.3,94.4,4.1,66.9,8.1,8.0,,Moderate Risk
Powdery Scab,14.4,86.8,9.6,92.3,2.0,6.2,,Moderate Risk
Powdery Scab,10.6,99.8,8.4,87.7,2.1,9.9,,Moderate Risk
Powdery Scab,13.6,96.7,4.9,82.2,6.8,7.5,,Moderate Risk
Powdery Scab,10.5,90.9,7.1,88.0,4.1,6.6,,Moderate Risk
Powdery Scab,13.1,93.7,8.1,76.5,9.3,8.7,,Moderate Risk
Powdery Scab,11.8,98.7,9.6,65.5,0.9,7.1,,Moderate Risk
Powdery Scab,13.9,93.3,9.2,86.6,5.1,8.3,,Moderate Risk
Powdery Scab,11.2,87.6,6.6,81.0,9.2,8.3,,Moderate Risk
Powdery Scab,13.2,90.7,8.4,85.6,9.0,7.8,,Moderate Risk
Powdery Scab,11.2,97.6,6.9,73.5,1.6,9.3,,Moderate Risk
Powdery Scab,13.6,94.7,6.9,96.3,3.7,7.1,,Moderate Risk
Powdery Scab,14.4,94.8,3.8,83.5,6.2,7.8,,Moderate Risk
Powdery Scab,10.6,98.0,3.9,63.4,1.6,8.2,,Moderate Risk
Powdery Scab,14.3,98.4,6.7,78.0,9.7,8.7,,Moderate Risk
Powdery Scab,13.0,98.8,4.9,90.3,9.1,9.1,,Moderate Risk
Powdery Scab,10.6,86.4,3.1,91.8,1.7,7.6,,Moderate Risk
Powdery Scab,12.1,93.2,8.1,79.8,1.2,8.6,,Moderate Risk
Powdery Scab,10.8,96.1,3.2,95.8,0.9,6.6,,Moderate Risk
Powdery Scab,13.5,96.4,7.2,70.7,9.1,9.7,,Moderate Risk
Powdery Scab,13.8,94.1,6.8,76.4,1.9,7.5,,Moderate Risk
Powdery Scab,10.5,87.5,9.8,95.9,4.2,8.9,,Moderate Risk
Powdery Scab,12.5,97.0,6.4,95.9,4.5,6.1,,Moderate Risk
Powdery Scab,14.1,95.8,3.4,87.4,6.0,6.8,,Moderate Risk
Powdery Scab,14.7,86.3,6.9,94.4,0.7,7.9,,Moderate Risk
Powdery Scab,12.6,92.0,8.9,63.6,2.3,9.5,,Moderate Risk
Powdery Scab,14.8,87.6,10.0,94.6,9.3,8.1,,Moderate Risk
Powdery Scab,12.7,90.1,6.0,72.8,9.1,9.7,,Moderate Risk
Powdery Scab,12.0,85.3,5.2,67.1,7.8,7.9,,Moderate Risk
Powdery Scab,14.2,91.0,9.3,69.6,0.2,8.0,,Moderate Risk
Powdery Scab,12.5,93.2,4.3,76.7,3.3,6.5,,Moderate Risk
Powdery Scab,12.4,94.3,7.3,70.0,6.3,9.2,,Moderate Risk
Powdery Scab,12.5,95.0,5.8,72.8,2.8,7.0,,Moderate Risk
Powdery Scab,14.2,97.5,3.3,65.4,9.1,9.6,,Moderate Risk
Powdery Scab,14.2,88.2,5.4,71.8,6.3,9.6,,Moderate Risk
Powdery Scab,12.0,86.8,4.9,82.9,0.7,9.8,,Moderate Risk
Powdery Scab,11.7,97.8,7.8,77.7,9.1,8.1,,Moderate Risk
Powdery Scab,12.5,87.3,9.6,73.9,9.6,8.7,,Moderate Risk
Powdery Scab,12.9,99.6,4.9,89.9,0.8,9.1,,Moderate Risk
Powdery Scab,11.2,97.6,8.7,95.7,5.3,6.5,,Moderate Risk
Powdery Scab,14.0,92.5,3.4,90.3,3.0,8.4,,Moderate Risk
Powdery Scab,12.4,99.7,6.8,73.3,3.9,6.1,,Moderate Risk
Powdery Scab,11.7,86.5,3.5,89.8,1.8,8.0,,Moderate Risk
Powdery Scab,10.5,89.5,9.5,66.1,5.8,6.6,,Moderate Risk
Powdery Scab,11.2,94.6,8.4,65.2,9.6,6.7,,Moderate Risk
Powdery Scab,14.7,90.3,7.6,73.8,5.0,7.5,,Moderate Risk
Powdery Scab,11.5,98.9,8.8,92.3,0.8,7.7,,Moderate Risk
Powdery Scab,10.8,86.0,7.5,69.9,6.2,8.5,,Moderate Risk
Powdery Scab,12.3,93.2,9.8,62.5,3.4,6.3,,Moderate Risk
Powdery Scab,11.5,93.9,8.0,65.3,8.6,8.0,,Moderate Risk
Powdery Scab,10.2,94.8,9.5,94.3,4.3,6.7,,Moderate Risk
Powdery Scab,11.6,88.8,6.6,85.4,1.9,8.3,,Moderate Risk
Powdery Scab,12.7,90.5,3.8,70.1,1.9,8.5,,Moderate Risk
Powdery Scab,12.8,97.7,6.7,82.2,7.7,8.2,,Moderate Risk
Powdery Scab,11.8,87.9,3.9,81.1,2.7,9.0,,Moderate Risk
Powdery Scab,12.2,97.4,7.1,86.2,7.7,7.3,,Moderate Risk
Powdery Scab,14.8,93.4,6.4,69.3,2.1,9.1,,Moderate Risk
Powdery Scab,11.9,96.4,7.4,94.6,3.2,7.7,,Moderate Risk
Powdery Scab,11.3,95.7,3.1,72.4,4.7,7.9,,Moderate Risk
Powdery Scab,11.2,88.1,4.4,87.8,9.4,8.6,,Moderate Risk
Powdery Scab,12.3,93.5,6.4,60.6,9.3,6.1,,Moderate Risk
Powdery Scab,13.8,98.0,9.7,74.9,2.1,8.6,,Moderate Risk
Powdery Scab,11.0,91.5,5.7,74.1,3.6,8.5,,Moderate Risk
Powdery Scab,13.5,99.5,6.0,81.7,1.5,7.2,,Moderate Risk
Powdery Scab,10.1,91.8,8.0,62.9,5.1,6.3,,Moderate Risk
Powdery Scab,12.1,87.1,7.2,91.6,4.6,6.4,,Moderate Risk
Powdery Scab,13.9,90.8,5.1,68.7,9.0,9.7,,Moderate Risk
Powdery Scab,11.7,99.3,5.9,87.1,9.3,8.8,,Moderate Risk
Powdery Scab,12.8,89.8,4.5,92.1,3.8,6.5,,Moderate Risk
Powdery Scab,11.0,98.0,9.8,82.5,4.9,7.4,,Moderate Risk
Powdery Scab,13.7,98.2,3.9,89.6,9.0,8.4,,Moderate Risk
Powdery Scab,10.3,90.3,5.6,86.5,8.1,9.3,,Moderate Risk
Powdery Scab,14.3,86.2,3.2,74.2,0.0,6.2,,Moderate Risk
Powdery Scab,11.0,95.9,4.6,92.4,3.2,6.9,,Moderate Risk
Powdery Scab,14.4,89.7,8.5,71.8,4.2,9.6,,Moderate Risk
Powdery Scab,11.8,96.7,4.4,82.8,2.3,6.0,,Moderate Risk
Powdery Scab,13.6,91.6,3.6,89.8,2.0,6.8,,Moderate Risk
Powdery Scab,11.6,92.3,6.3,75.2,0.4,9.8,,Moderate Risk
Powdery Scab,14.5,96.7,3.1,72.1,6.4,8.5,,Moderate Risk
Powdery Scab,10.6,90.7,3.6,78.4,2.6,7.0,,Moderate Risk
Powdery Scab,10.9,91.6,8.7,92.7,0.5,6.3,,Moderate Risk
Powdery Scab,12.5,90.6,8.4,97.2,2.3,6.1,,Moderate Risk
Powdery Scab,10.4,90.5,9.4,81.8,8.0,7.0,,Moderate Risk
Powdery Scab,11.0,92.9,9.0,86.5,8.5,9.5,,Moderate Risk
Powdery Scab,14.7,97.1,7.8,96.1,4.8,7.7,,Moderate Risk
Powdery Scab,14.9,90.4,3.4,63.9,4.2,8.9,,Moderate Risk
Powdery Scab,11.9,92.9,8.5,69.3,9.8,9.7,,Moderate Risk
Powdery Scab,14.6,95.1,8.9,88.4,2.0,7.6,,Moderate Risk
Powdery Scab,12.7,89.0,8.6,92.9,2.2,6.8,,Moderate Risk
Powdery Scab,11.3,89.2,6.6,94.3,2.9,8.1,,Moderate Risk
Powdery Scab,13.5,99.0,4.6,76.6,1.7,9.6,,Moderate Risk
Powdery Scab,13.3,95.9,8.9,63.6,3.8,9.2,,Moderate Risk
Powdery Scab,14.9,93.7,8.1,77.5,9.1,6.3,,Moderate Risk
Powdery Scab,11.3,94.7,9.9,69.2,6.2,8.8,,Moderate Risk
Powdery Scab,13.4,85.4,4.1,71.6,4.1,8.3,,Moderate Risk
Powdery Scab,10.3,94.3,4.6,90.9,9.3,9.6,,Moderate Risk
Powdery Scab,10.6,92.6,4.5,63.0,0.5,6.5,,Moderate Risk
Powdery Scab,10.0,93.2,8.5,93.1,2.1,8.1,,Moderate Risk
Powdery Scab,15.0,90.4,4.3,77.1,5.7,9.5,,Moderate Risk
Powdery Scab,14.0,86.2,3.5,83.8,6.2,7.6,,Moderate Risk
Powdery Scab,13.9,87.9,10.0,63.6,0.4,7.9,,Moderate Risk
Powdery Scab,12.5,99.3,3.2,73.5,4.0,6.3,,Moderate Risk
Powdery Scab,11.5,91.1,8.8,63.6,6.5,7.1,,Moderate Risk
Powdery Scab,10.8,92.0,5.6,98.5,7.0,7.3,,Moderate Risk
Powdery Scab,11.4,85.8,8.9,92.3,6.4,9.8,,Moderate Risk
Powdery Scab,11.9,85.6,6.9,78.4,3.2,7.1,,Moderate Risk
Powdery Scab,13.8,95.8,9.3,68.9,0.9,7.8,,Moderate Risk
Powdery Scab,12.7,93.1,9.5,97.3,4.3,8.7,,Moderate Risk
Powdery Scab,10.4,92.6,3.1,73.8,1.3,6.6,,Moderate Risk
Powdery Scab,10.1,88.6,3.5,66.4,9.5,7.9,,Moderate Risk
Powdery Scab,10.5,96.2,4.8,82.5,4.8,9.0,,Moderate Risk
Powdery Scab,12.1,87.5,7.7,97.8,3.2,9.5,,Moderate Risk
Powdery Scab,14.7,87.8,9.2,60.2,7.7,8.5,,Moderate Risk
Powdery Scab,13.2,91.9,6.2,69.5,5.0,8.7,,Moderate Risk
Powdery Scab,14.0,89.3,7.2,97.5,3.1,6.5,,Moderate Risk
Powdery Scab,12.3,88.7,4.3,66.8,8.1,9.8,,Moderate Risk
Powdery Scab,11.8,94.7,8.6,64.5,8.7,6.5,,Moderate Risk
Powdery Scab,10.5,94.8,9.8,82.8,6.7,9.1,,Moderate Risk
Powdery Scab,14.4,97.4,4.9,94.5,0.5,7.1,,Moderate Risk
Powdery Scab,13.9,91.3,6.5,79.1,5.7,9.7,,Moderate Risk
Powdery Scab,10.8,86.1,3.6,99.8,7.6,8.9,,Moderate Risk
Powdery Scab,12.6,89.1,6.9,87.2,1.4,9.0,,Moderate Risk
Powdery Scab,12.4,99.7,6.5,63.0,2.3,6.9,,Moderate Risk
Powdery Scab,13.1,93.9,4.0,99.7,8.8,7.8,,Moderate Risk
Powdery Scab,14.7,95.6,6.1,76.3,0.2,8.5,,Moderate Risk
Powdery Scab,12.9,85.1,5.3,71.5,7.5,9.1,,Moderate Risk
Powdery Scab,12.7,92.8,6.7,82.3,4.7,6.4,,Moderate Risk
Powdery Scab,10.3,85.6,7.1,72.2,4.5,9.8,,Moderate Risk
Powdery Scab,10.3,93.5,3.1,63.5,0.1,9.6,,Moderate Risk
Powdery Scab,10.9,98.8,8.3,60.1,8.2,7.1,,Moderate Risk
Powdery Scab,10.2,99.5,8.0,78.0,3.6,9.3,,Moderate Risk
Powdery Scab,13.7,93.1,5.6,93.5,5.4,8.1,,Moderate Risk
Powdery Scab,13.6,91.9,3.4,82.9,6.8,7.8,,Moderate Risk
Powdery Scab,10.7,99.2,8.3,100.0,7.0,7.3,,Moderate Risk
